user_id,skill_name,correct
0,305,0
0,305,1
0,306,0
0,306,1
0,307,1
0,308,1
0,309,1
0,690,0
0,690,0
0,690,0
0,688,1
0,604,0
0,604,1
0,603,1
0,607,0
0,605,0
0,605,1
0,606,1
0,687,0
