user_id,skill_name,correct
587,77,0
814,140,1
619,56,1
789,56,1
847,56,1
619,75,1
814,88,0
619,76,1
619,2,0
619,2,0
789,75,1
619,2,1
814,88,0
814,88,1
619,77,0
619,77,0
619,77,0
847,75,1
619,77,1
847,76,1
847,2,0
814,85,0
814,85,1
344,12,1
847,2,0
847,2,0
847,2,0
344,12,1
814,84,0
814,84,1
259,3,0
259,3,0
814,84,1
485,1,1
259,3,0
259,3,0
639,56,1
814,44,0
814,44,1
639,75,1
639,76,1
344,12,1
814,44,1
639,2,0
